compound_id,chembl_target_degree,family_aware_degree,target_family_list,target_chembl_id_list,high_family_degree_flag
CHEMBL4079507,3,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594; CHEMBL3729,0
CHEMBL4079848,3,1,Carbonic anhydrases,CHEMBL205; CHEMBL3242; CHEMBL3729,0
CHEMBL4082622,3,1,Other enzymes,CHEMBL221; CHEMBL230; CHEMBL312,0
CHEMBL4087725,3,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594; CHEMBL3729,0
CHEMBL4092434,3,1,Other enzymes,CHEMBL221; CHEMBL230; CHEMBL312,0
CHEMBL4093222,3,1,Other enzymes,CHEMBL2193; CHEMBL2378; CHEMBL3775,0
CHEMBL4096350,3,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594; CHEMBL3729,0
CHEMBL4097207,3,1,Other enzymes,CHEMBL221; CHEMBL230; CHEMBL312,0
CHEMBL4097542,3,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594; CHEMBL3729,0
CHEMBL4098262,3,1,Other enzymes,CHEMBL2378; CHEMBL3775; CHEMBL4804,0
CHEMBL4099666,3,1,G protein-coupled receptors,CHEMBL217; CHEMBL219; CHEMBL234,0
CHEMBL4101763,3,1,Other enzymes,CHEMBL221; CHEMBL230; CHEMBL312,0
CHEMBL4102241,3,1,Other enzymes,CHEMBL221; CHEMBL230; CHEMBL312,0
CHEMBL4103176,3,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594; CHEMBL3729,0
CHEMBL4215022,3,1,G protein-coupled receptors,CHEMBL214; CHEMBL224; CHEMBL273,0
CHEMBL4217466,3,1,Cholinesterases,CHEMBL220; CHEMBL4078; CHEMBL5763,0
CHEMBL4218720,3,1,G protein-coupled receptors,CHEMBL214; CHEMBL224; CHEMBL273,0
CHEMBL422788,3,1,G protein-coupled receptors,CHEMBL217; CHEMBL234; CHEMBL273,0
CHEMBL4228747,3,1,Ion channels and transporters,CHEMBL222; CHEMBL228; CHEMBL238,0
CHEMBL432745,3,1,Carbonic anhydrases,CHEMBL261; CHEMBL3242; CHEMBL3594,0
CHEMBL434695,3,1,Monoamine oxidases,CHEMBL2039; CHEMBL2993; CHEMBL3358,0
CHEMBL434860,3,1,Carbonic anhydrases,CHEMBL205; CHEMBL261; CHEMBL281,0
CHEMBL437770,3,1,Kinases,CHEMBL2499; CHEMBL3130; CHEMBL3145,0
CHEMBL439811,3,1,Monoamine oxidases,CHEMBL2039; CHEMBL2993; CHEMBL3358,0
CHEMBL4435611,3,1,Other enzymes,CHEMBL1858; CHEMBL1895; CHEMBL2424506,0
CHEMBL4435771,3,1,Carbonic anhydrases,CHEMBL205; CHEMBL3242; CHEMBL3594,0
CHEMBL4441397,3,1,Other enzymes,CHEMBL1858; CHEMBL1895; CHEMBL2424506,0
CHEMBL4447913,3,1,Carbonic anhydrases,CHEMBL205; CHEMBL3242; CHEMBL3594,0
CHEMBL4452834,3,1,G protein-coupled receptors,CHEMBL226; CHEMBL251; CHEMBL256,0
CHEMBL4453182,3,1,Other enzymes,CHEMBL1858; CHEMBL1895; CHEMBL2424506,0
CHEMBL4456509,3,1,Carbonic anhydrases,CHEMBL205; CHEMBL3242; CHEMBL3594,0
CHEMBL4465692,3,1,Other enzymes,CHEMBL1858; CHEMBL1895; CHEMBL2424506,0
CHEMBL4471897,3,1,G protein-coupled receptors,CHEMBL226; CHEMBL251; CHEMBL256,0
CHEMBL4515683,3,1,Other enzymes,CHEMBL1858; CHEMBL1895; CHEMBL2424506,0
CHEMBL4524609,3,1,Carbonic anhydrases,CHEMBL205; CHEMBL3242; CHEMBL3594,0
CHEMBL4526845,3,1,G protein-coupled receptors,CHEMBL226; CHEMBL251; CHEMBL256,0
CHEMBL4538641,3,1,Other enzymes,CHEMBL1858; CHEMBL1895; CHEMBL2424506,0
CHEMBL4540508,3,1,Kinases,CHEMBL3130; CHEMBL3145; CHEMBL4005,0
CHEMBL4551749,3,1,G protein-coupled receptors,CHEMBL226; CHEMBL251; CHEMBL256,0
CHEMBL4553497,3,1,G protein-coupled receptors,CHEMBL226; CHEMBL251; CHEMBL256,0
CHEMBL4557277,3,1,Carbonic anhydrases,CHEMBL205; CHEMBL3242; CHEMBL3594,0
CHEMBL4583269,3,1,Carbonic anhydrases,CHEMBL205; CHEMBL3242; CHEMBL3594,0
CHEMBL4585210,3,1,Other enzymes,CHEMBL1858; CHEMBL1895; CHEMBL2424506,0
CHEMBL4586124,3,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594; CHEMBL3729,0
CHEMBL4587147,3,1,G protein-coupled receptors,CHEMBL226; CHEMBL251; CHEMBL256,0
CHEMBL4589224,3,1,Carbonic anhydrases,CHEMBL205; CHEMBL3242; CHEMBL3594,0
CHEMBL4590079,3,1,Carbonic anhydrases,CHEMBL205; CHEMBL3242; CHEMBL3594,0
CHEMBL4591085,3,1,Other enzymes,CHEMBL1858; CHEMBL1895; CHEMBL2424506,0
CHEMBL4591855,3,1,Carbonic anhydrases,CHEMBL205; CHEMBL3242; CHEMBL3594,0
CHEMBL470224,3,1,G protein-coupled receptors,CHEMBL1075322; CHEMBL253; CHEMBL3571,0
CHEMBL48194,3,1,G protein-coupled receptors,CHEMBL319; CHEMBL322; CHEMBL339,0
CHEMBL48205,3,1,G protein-coupled receptors,CHEMBL319; CHEMBL322; CHEMBL339,0
CHEMBL4857313,3,1,Carbonic anhydrases,CHEMBL261; CHEMBL3242; CHEMBL3594,0
CHEMBL4868909,3,1,Kinases,CHEMBL1913; CHEMBL203; CHEMBL279,0
CHEMBL50703,3,1,Cytochrome P450s,CHEMBL2231; CHEMBL3356; CHEMBL4878,0
CHEMBL51681,3,1,G protein-coupled receptors,CHEMBL319; CHEMBL322; CHEMBL339,0
CHEMBL52384,3,1,G protein-coupled receptors,CHEMBL319; CHEMBL322; CHEMBL339,0
CHEMBL5283574,3,1,Other enzymes,CHEMBL2378; CHEMBL3775; CHEMBL4804,0
CHEMBL5406811,3,1,Cytochrome P450s,CHEMBL3397; CHEMBL340; CHEMBL3622,0
CHEMBL5422259,3,1,G protein-coupled receptors,CHEMBL210; CHEMBL213; CHEMBL246,0
CHEMBL5436399,3,1,Other/unclassified,CHEMBL4531; CHEMBL4915; CHEMBL5475,0
CHEMBL5542863,3,1,Carbonic anhydrases,CHEMBL205; CHEMBL3242; CHEMBL3594,0
CHEMBL5556495,3,1,Carbonic anhydrases,CHEMBL261; CHEMBL3242; CHEMBL3594,0
CHEMBL5559628,3,1,Carbonic anhydrases,CHEMBL205; CHEMBL3242; CHEMBL3594,0
CHEMBL5560339,3,1,Carbonic anhydrases,CHEMBL261; CHEMBL3242; CHEMBL3594,0
CHEMBL5563945,3,1,Carbonic anhydrases,CHEMBL205; CHEMBL3242; CHEMBL3594,0
CHEMBL5568260,3,1,Carbonic anhydrases,CHEMBL261; CHEMBL3242; CHEMBL3594,0
CHEMBL579300,3,1,Other enzymes,CHEMBL1895; CHEMBL2424506; CHEMBL4088,0
CHEMBL7289,3,1,Nuclear receptors,CHEMBL1871; CHEMBL1994; CHEMBL208,0
CHEMBL90569,3,1,G protein-coupled receptors,CHEMBL217; CHEMBL219; CHEMBL234,0
CHEMBL90976,3,1,Kinases,CHEMBL1841; CHEMBL258; CHEMBL267,0
CHEMBL91938,3,1,G protein-coupled receptors,CHEMBL217; CHEMBL219; CHEMBL234,0
CHEMBL92489,3,1,G protein-coupled receptors,CHEMBL217; CHEMBL219; CHEMBL234,0
CHEMBL102071,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL118875,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1214023,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1221982,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL122239,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1231470,2,1,Other enzymes,CHEMBL2284; CHEMBL5926,0
CHEMBL1257134,2,1,Other enzymes,CHEMBL2916; CHEMBL3564,0
CHEMBL1258303,2,1,Other enzymes,CHEMBL2378; CHEMBL3775,0
CHEMBL1258413,2,1,Other enzymes,CHEMBL2378; CHEMBL3775,0
CHEMBL1258414,2,1,Other enzymes,CHEMBL2378; CHEMBL3775,0
CHEMBL1258415,2,1,Other enzymes,CHEMBL2378; CHEMBL3775,0
CHEMBL1258522,2,1,Other enzymes,CHEMBL2378; CHEMBL3775,0
CHEMBL1258868,2,1,Other enzymes,CHEMBL2916; CHEMBL3564,0
CHEMBL1258869,2,1,Other enzymes,CHEMBL2916; CHEMBL3564,0
CHEMBL1258982,2,1,Other enzymes,CHEMBL2916; CHEMBL3564,0
CHEMBL1258983,2,1,Other enzymes,CHEMBL2916; CHEMBL3564,0
CHEMBL126780,2,1,G protein-coupled receptors,CHEMBL217; CHEMBL234,0
CHEMBL1299990,2,1,Other/unclassified,CHEMBL1293304; CHEMBL1293319,0
CHEMBL1302645,2,1,Cytochrome P450s,CHEMBL3397; CHEMBL340,0
CHEMBL1303766,2,1,Ion channels and transporters,CHEMBL2073663; CHEMBL4360,0
CHEMBL1303941,2,1,Cytochrome P450s,CHEMBL3397; CHEMBL3622,0
CHEMBL1304760,2,1,Proteases,CHEMBL4117; CHEMBL5939,0
CHEMBL1327635,2,1,Proteases,CHEMBL1293307; CHEMBL204,0
CHEMBL1333924,2,1,Proteases,CHEMBL1250413; CHEMBL1741185,0
CHEMBL1335668,2,1,Cytochrome P450s,CHEMBL3397; CHEMBL340,0
CHEMBL13357,2,1,Proteases,CHEMBL204; CHEMBL3314,0
CHEMBL1339277,2,1,Other/unclassified,CHEMBL1293274; CHEMBL1293286,0
CHEMBL1341687,2,1,Cytochrome P450s,CHEMBL3356; CHEMBL340,0
CHEMBL1344701,2,1,Cytochrome P450s,CHEMBL3356; CHEMBL3622,0
CHEMBL1351704,2,1,Proteases,CHEMBL2007629; CHEMBL4471,0
CHEMBL1356140,2,1,Proteases,CHEMBL1250413; CHEMBL2366,0
CHEMBL1362441,2,1,Cytochrome P450s,CHEMBL3397; CHEMBL3622,0
CHEMBL1362657,2,1,Cytochrome P450s,CHEMBL3356; CHEMBL340,0
CHEMBL1366414,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL1376937,2,1,Proteases,CHEMBL1250413; CHEMBL3411,0
CHEMBL1378435,2,1,Proteases,CHEMBL1250413; CHEMBL2366,0
CHEMBL1382813,2,1,Proteases,CHEMBL4117; CHEMBL5939,0
CHEMBL1382826,2,1,Kinases,CHEMBL1741200; CHEMBL2688,0
CHEMBL1384282,2,1,Proteases,CHEMBL1250413; CHEMBL2366,0
CHEMBL1388493,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1390792,2,1,Cytochrome P450s,CHEMBL340; CHEMBL3622,0
CHEMBL1397449,2,1,Other enzymes,CHEMBL1287620; CHEMBL1293246,0
CHEMBL1398824,2,1,Nuclear receptors,CHEMBL3201; CHEMBL3401,0
CHEMBL1414655,2,1,Proteases,CHEMBL1741185; CHEMBL2366,0
CHEMBL1426896,2,1,G protein-coupled receptors,CHEMBL4018; CHEMBL4777,0
CHEMBL142923,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL1432377,2,1,Proteases,CHEMBL4117; CHEMBL5620,0
CHEMBL1441475,2,1,Proteases,CHEMBL1250413; CHEMBL3411,0
CHEMBL1441824,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL1446866,2,1,Other/unclassified,CHEMBL1741180; CHEMBL1741194,0
CHEMBL1447981,2,1,Proteases,CHEMBL2366; CHEMBL3411,0
CHEMBL145217,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL145292,2,1,Monoamine oxidases,CHEMBL2039; CHEMBL2993,0
CHEMBL145374,2,1,Monoamine oxidases,CHEMBL2039; CHEMBL2993,0
CHEMBL145451,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL3358,0
CHEMBL1456255,2,1,G protein-coupled receptors,CHEMBL3230; CHEMBL4333,0
CHEMBL1457199,2,1,Proteases,CHEMBL1250413; CHEMBL2366,0
CHEMBL1465693,2,1,Other enzymes,CHEMBL2758; CHEMBL3108645,0
CHEMBL1466024,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL1469070,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL1478000,2,1,Proteases,CHEMBL1250413; CHEMBL3411,0
CHEMBL1479277,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL1480899,2,1,Proteases,CHEMBL2366; CHEMBL3411,0
CHEMBL1481360,2,1,Nuclear receptors,CHEMBL3201; CHEMBL3401,0
CHEMBL1488551,2,1,Other/unclassified,CHEMBL1293304; CHEMBL1293319,0
CHEMBL1497574,2,1,Other/unclassified,CHEMBL4026; CHEMBL6101,0
CHEMBL1501635,2,1,Other enzymes,CHEMBL1741179; CHEMBL1741217,0
CHEMBL1502425,2,1,Cytochrome P450s,CHEMBL3356; CHEMBL3622,0
CHEMBL1510935,2,1,Cytochrome P450s,CHEMBL340; CHEMBL3622,0
CHEMBL1520373,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL1528660,2,1,Nuclear receptors,CHEMBL1615382; CHEMBL1615387,0
CHEMBL1529197,2,1,Proteases,CHEMBL4117; CHEMBL5939,0
CHEMBL1530252,2,1,Cytochrome P450s,CHEMBL3356; CHEMBL3622,0
CHEMBL1535670,2,1,Other/unclassified,CHEMBL1741180; CHEMBL1741194,0
CHEMBL1538522,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL1539001,2,1,Other/unclassified,CHEMBL1795086; CHEMBL3880,0
CHEMBL1542713,2,1,Other/unclassified,CHEMBL1293222; CHEMBL1825,0
CHEMBL1542752,2,1,Proteases,CHEMBL1741185; CHEMBL2366,0
CHEMBL1543423,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL1543615,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL1544136,2,1,Other/unclassified,CHEMBL1741163; CHEMBL4450,0
CHEMBL1545605,2,1,Kinases,CHEMBL1741200; CHEMBL2688,0
CHEMBL1557704,2,1,Other/unclassified,CHEMBL1795086; CHEMBL3880,0
CHEMBL1557951,2,1,Cytochrome P450s,CHEMBL289; CHEMBL3356,0
CHEMBL156127,2,1,Other enzymes,CHEMBL2903; CHEMBL3569,0
CHEMBL1582548,2,1,Cytochrome P450s,CHEMBL3356; CHEMBL3622,0
CHEMBL1585011,2,1,Cytochrome P450s,CHEMBL3356; CHEMBL3622,0
CHEMBL1596400,2,1,Other/unclassified,CHEMBL1293304; CHEMBL1293319,0
CHEMBL1597585,2,1,Other/unclassified,CHEMBL1795086; CHEMBL3880,0
CHEMBL1603488,2,1,Proteases,CHEMBL2334; CHEMBL3468,0
CHEMBL1603825,2,1,Ion channels and transporters,CHEMBL1697668; CHEMBL1743121,0
CHEMBL1610118,2,1,Cytochrome P450s,CHEMBL3356; CHEMBL3622,0
CHEMBL1611010,2,1,Other enzymes,CHEMBL1741179; CHEMBL1741217,0
CHEMBL1611681,2,1,Proteases,CHEMBL4117; CHEMBL5939,0
CHEMBL1612826,2,1,Proteases,CHEMBL1250413; CHEMBL2366,0
CHEMBL1618958,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL1714370,2,1,Proteases,CHEMBL1250413; CHEMBL2366,0
CHEMBL1736358,2,1,Other enzymes,CHEMBL2362978; CHEMBL2424510,0
CHEMBL1761761,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1761762,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1777849,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1782746,2,1,Cholinesterases,CHEMBL4768; CHEMBL5763,0
CHEMBL1782747,2,1,Cholinesterases,CHEMBL4768; CHEMBL5763,0
CHEMBL1782748,2,1,Cholinesterases,CHEMBL4768; CHEMBL5763,0
CHEMBL1796807,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL18153,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL1819437,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL1830792,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1830796,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1830799,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1830800,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1830808,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1830809,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1830818,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1830830,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1830833,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1830834,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL18317,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL1835225,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1835230,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1835326,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL1835327,2,1,Monoamine oxidases,CHEMBL1951; CHEMBL2039,0
CHEMBL18503,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL18504,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL18832,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL19004,2,1,Monoamine oxidases,CHEMBL2039; CHEMBL2993,0
CHEMBL193518,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL1938469,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL1938470,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL1947110,2,1,Kinases,CHEMBL2292; CHEMBL5508,0
CHEMBL1993778,2,1,G protein-coupled receptors,CHEMBL3230; CHEMBL4333,0
CHEMBL202781,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL202896,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL203340,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL203348,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL204056,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL204118,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL204119,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL204222,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL204272,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL204768,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL2048083,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL204819,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL204902,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL204922,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL205350,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL205358,2,1,Nuclear receptors,CHEMBL239; CHEMBL3979,0
CHEMBL205614,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL205777,2,1,Nuclear receptors,CHEMBL239; CHEMBL3979,0
CHEMBL205934,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL206120,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL206226,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL206227,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL206406,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL206440,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL206441,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL206500,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL206546,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL206600,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL206727,2,1,Nuclear receptors,CHEMBL206; CHEMBL242,0
CHEMBL209812,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL211141,2,1,Monoamine oxidases,CHEMBL2756; CHEMBL3254,0
CHEMBL211248,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL211425,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL211476,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL212068,2,1,Monoamine oxidases,CHEMBL2756; CHEMBL3254,0
CHEMBL212069,2,1,Monoamine oxidases,CHEMBL2756; CHEMBL3254,0
CHEMBL212501,2,1,Monoamine oxidases,CHEMBL2756; CHEMBL3254,0
CHEMBL212555,2,1,Monoamine oxidases,CHEMBL2756; CHEMBL3254,0
CHEMBL212661,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL213141,2,1,Monoamine oxidases,CHEMBL2756; CHEMBL3254,0
CHEMBL213285,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL213286,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL213511,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL213724,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL213955,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL2158006,2,1,Other enzymes,CHEMBL230; CHEMBL2949,0
CHEMBL2158356,2,1,Other enzymes,CHEMBL230; CHEMBL2949,0
CHEMBL2158358,2,1,Other enzymes,CHEMBL230; CHEMBL2949,0
CHEMBL2158359,2,1,Other enzymes,CHEMBL230; CHEMBL2949,0
CHEMBL2158360,2,1,Other enzymes,CHEMBL230; CHEMBL2949,0
CHEMBL2158362,2,1,Other enzymes,CHEMBL230; CHEMBL2949,0
CHEMBL2158364,2,1,Other enzymes,CHEMBL230; CHEMBL2949,0
CHEMBL2158365,2,1,Other enzymes,CHEMBL230; CHEMBL2949,0
CHEMBL2158366,2,1,Other enzymes,CHEMBL230; CHEMBL2949,0
CHEMBL2164286,2,1,Other/unclassified,CHEMBL1075214; CHEMBL5957,0
CHEMBL2177251,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL2177252,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL2177254,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL2177255,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL2177256,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL2177258,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL2177260,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL2177261,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL2177262,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL2178425,2,1,Monoamine oxidases,CHEMBL2756; CHEMBL3254,0
CHEMBL2178984,2,1,Monoamine oxidases,CHEMBL2756; CHEMBL3254,0
CHEMBL2178986,2,1,Monoamine oxidases,CHEMBL2756; CHEMBL3254,0
CHEMBL2178988,2,1,Monoamine oxidases,CHEMBL2756; CHEMBL3254,0
CHEMBL2178990,2,1,Monoamine oxidases,CHEMBL2756; CHEMBL3254,0
CHEMBL2181539,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL2181541,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL2181543,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL2181550,2,1,G protein-coupled receptors,CHEMBL1075322; CHEMBL218,0
CHEMBL2181551,2,1,G protein-coupled receptors,CHEMBL1075322; CHEMBL253,0
CHEMBL2181552,2,1,G protein-coupled receptors,CHEMBL218; CHEMBL253,0
CHEMBL2203961,2,1,Proteases,CHEMBL268; CHEMBL2954,0
CHEMBL2205573,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2205574,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2205575,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2205576,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2205577,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2206118,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2206119,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2206120,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2206121,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2206122,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2206123,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2206124,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2206125,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2206126,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2206127,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2206128,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2206129,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2206130,2,1,Cholinesterases,CHEMBL4078; CHEMBL5763,0
CHEMBL2273029,2,1,Carbonic anhydrases,CHEMBL3242; CHEMBL3594,0
CHEMBL2314721,2,1,Cholinesterases,CHEMBL4768; CHEMBL5763,0
CHEMBL2314727,2,1,Cholinesterases,CHEMBL4768; CHEMBL5763,0
CHEMBL2314728,2,1,Cholinesterases,CHEMBL4768; CHEMBL5763,0
CHEMBL2314731,2,1,Cholinesterases,CHEMBL4768; CHEMBL5763,0
CHEMBL2321901,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL2324232,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL2324234,2,1,Monoamine oxidases,CHEMBL2993; CHEMBL3358,0
CHEMBL2326070,2,1,Other/unclassified,CHEMBL3429; CHEMBL3751,0
CHEMBL2381331,2,1,G protein-coupled receptors,CHEMBL2010631; CHEMBL274,0
CHEMBL238294,2,1,Other enzymes,CHEMBL3623; CHEMBL4161,0
CHEMBL2387231,2,1,G protein-coupled receptors,CHEMBL273; CHEMBL322,0
CHEMBL2387240,2,1,G protein-coupled receptors,CHEMBL273; CHEMBL322,0
CHEMBL2387243,2,1,G protein-coupled receptors,CHEMBL273; CHEMBL322,0
CHEMBL2387252,2,1,G protein-coupled receptors,CHEMBL273; CHEMBL339,0
CHEMBL2387261,2,1,G protein-coupled receptors,CHEMBL273; CHEMBL322,0
CHEMBL2387534,2,1,G protein-coupled receptors,CHEMBL1075322; CHEMBL253,0
